id,key,name,text,pages,Group,platform,load,created_at,updated_at
1212,map.label.application_and_emptying_service,en,Application and emptying service,map,label,any,f,,
1213,map.label.export,en,Export,map,label,any,f,,
1214,map.label.clear,en,Clear,map,label,any,f,,
1215,map.label.tax_due,en,Tax Due,map,label,any,f,,
1216,map.label.spatial_analysis,en,Spatial Analysis,map,label,any,f,,
1217,map.label.longitude,en,Longitude,map,label,any,f,,
1218,map.label.latitude,en,Latitude,map,label,any,f,,
1219,map.label.invalid_input,en,Invalid Input,map,label,any,f,,
1220,map.label.unsupported_format,en,Unsupported format,map,label,any,f,,
1221,general.message.user_records,en,User Records,general,message,any,f,,
1222,general.message.required,en,required,general,message,any,f,,
1223,general.message.user_could_not_be_updated,en,User could not be updated.,general,message,any,f,,
1224,containments.message.user_has_created_some_records_and_cannot_be_deleted;_update_status_to_inactive_to_revoke_access,en,User has created some records and cannot be deleted; Update Status to Inactive to revoke access,containments,message,any,f,,
1225,containments.message.no_containment_found,en,No Containment Found.,containments,message,any,f,,
1226,containments.heading.containment_detail,en,Containment Detail,containments,heading,any,f,,
1227,public_community_toilets.message.cannot_delete_public_toilet_that_has_associated_pt_users_log,en,Cannot delete Public Toilet that has associated PT Users Log.,public_community_toilets,message,any,f,,
1228,general.message.site_setting_updated_successfully,en,Site Setting updated successfully.,general,message,any,f,,
1229,fsm_dashboard.label.fsm_services,en,FSM Services,fsm_dashboard,label,any,f,,
1230,treatment_plants.message.cannot_delete_treatment_plants_that_has_associated_sludge_collection_information,en,Cannot delete Treatment Plant that has associated Sludge Collection Information.,treatment_plants,message,any,f,,
1231,treatment_plants.message.cannot_delete_treatment_plants_that_has_associated_emptying_information,en,Cannot delete Treatment Plant that has associated Emptying Information.,treatment_plants,message,any,f,,
1232,treatment_plants.message.cannot_delete_treatment_plants_that_has_associated_user_information,en,Cannot delete Treatment Plant that has associated User Information.,treatment_plants,message,any,f,,
1233,treatment_plants.message.cannot_delete_treatment_plants_that_has_associated_performance_efficiency_information,en,Cannot delete Treatment Plant that has associated Performance Efficiency Information.,treatment_plants,message,any,f,,
1234,treatment_plants.message.treatment_plants_deleted_successfully,en,Treatment Plant deleted successfully.,treatment_plants,message,any,f,,
1235,treatment_plants.message.failed_to_delete_treatment_plants,en,Failed to delete Treatment Plant.,treatment_plants,message,any,f,,
1236,performance_efficiency_test.message.performance_efficiency_test_deleted_successfully,en,Performance Efficiency Test deleted successfully.,performance_efficiency_test,message,any,f,,
1237,performance_efficiency_test.message.failed_to_delete_performance_efficiency_test,en,Failed to delete Performance Efficiency Test,performance_efficiency_test,message,any,f,,
1238,general.message.validation_failed,en,Validation failed.,general,message,any,f,,
1239,sewer_network.message.sewer_connection_deleted_successfully,en,Sewer connection deleted Successfully.,sewer_network,message,any,f,,
1240,building.message.building_tax_payments_not_imported_from_csv,en,Building Tax Payments Not Imported From CSV.,building,message,any,f,,
1241,map.button.create_drain,en,Create Drain,map,button,any,f,,
1242,map.message.drain_created_successfully,en,Drain created successfully.,map,message,any,f,,
1243,drain_network.message.failed_to_delete_drain,en,Failed to delete Drain.,drain_network,message,any,f,,
1244,water_supply_network.message.water_supply_network_deleted_successfully,en,Water Supply Network deleted successfully.,water_supply_network,message,any,f,,
1245,general.validation.the_password_must_include_both_uppercase_and_lowercase_letters,en,The Password must include both uppercase and lowercase letters.,general,validation,any,f,,
1246,containments.message.containment_volume_is_required_enter_dimensions_to_auto_generate,en,Containment Volume (m³) is required. Enter dimensions to auto generate.,containments,message,any,f,,
1247,containments.validation.the_containment_type_is_required,en,The Containment Type is required.,containments,validation,any,f,,
1248,containments.validation.the_containment_volume_required,en,The Containment Volume (m³) required.,containments,validation,any,f,,
1249,containments.validation.the_containment_volume_should_be_positive_value,en,The Containment Volume (m³) should be positive value.,containments,validation,any,f,,
1250,general.validation.the_ward_number_is_required,en,The Ward Number is required.,general,validation,any,f,,
1251,service_providers.validation.the_service_provider_name_field_may_only_contain_letters_and_spaces,en,The service provider name field may only contain letters and spaces.,service_providers,validation,any,f,,
1252,general.validation.the_company_name_is_required,en,The Company Name is required.,general,validation,any,f,,
1253,general.validation.the_email_is_required,en,The Email is required.,general,validation,any,f,,
1254,general.validation.please_enter_a_valid_email_address,en,Please enter a valid email address.,general,validation,any,f,,
1255,general.validation.the_address_is_required,en,The Address is required.,general,validation,any,f,,
1256,general.validation.the_address_must_be_string,en,The Address must be string.,general,validation,any,f,,
1257,general.validation.the_contact_person_name_is_required,en,The Contact Person Name is required.,general,validation,any,f,,
1258,general.validation.the_contact_person_name_must_be_a_string,en,The Contact Person Name must be a string.,general,validation,any,f,,
1259,general.validation.the_contact_person_number_is_required,en,The Contact Person Number is required.,general,validation,any,f,,
1260,general.validation.the_contact_person_number_must_be_an_integer,en,The Contact Person Number must be an integer.,general,validation,any,f,,
1261,general.validation.the_contact_person_gender_is_required,en,The Contact Person Gender is required.,general,validation,any,f,,
1262,performance_efficiency_standard.validation.the_tss_standard_is_numeric,en,The TSS Standard is numeric.,performance_efficiency_standard,validation,any,f,,
1263,performance_efficiency_standard.validation.the_ecoli_standard_is_integer,en,The ECOLI Standard is integer.,performance_efficiency_standard,validation,any,f,,
1264,performance_efficiency_standard.validation.the_ph_minimum_is_numeric,en,The pH Minimum is numeric.,performance_efficiency_standard,validation,any,f,,
1265,performance_efficiency_standard.validation.the_ph_minimum_between_or_equal_to_0_and_14,en,The pH Minimum between or equal to 0 and 14.,performance_efficiency_standard,validation,any,f,,
1266,performance_efficiency_standard.validation.the_ph_maximum_is_numeric,en,The pH Maximum is numeric.,performance_efficiency_standard,validation,any,f,,
1267,performance_efficiency_standard.validation.the_ph_maximum_between_or_equal_to_0_and_14,en,The pH Maximum between or equal to 0 and 14.,performance_efficiency_standard,validation,any,f,,
1268,performance_efficiency_standard.validation.the_bod_standard_is_numeric,en,The BOD Standard is numeric.,performance_efficiency_standard,validation,any,f,,
1269,general.validation.the_capacity_per_day_must_be_numeric,en,The Capacity Per Day (m³) must be numeric.,general,validation,any,f,,
1270,general.validation.the_capacity_per_day_is_required,en,The Capacity Per Day (m³) is required.,general,validation,any,f,,
1271,general.validation.temperature_must_be_number,en,Temperature °C must be number.,general,validation,any,f,,
1272,general.validation.temperature_is_required,en,Temperature °C is required.,general,validation,any,f,,
1273,general.validation.the_capacity_is_required,en,The Capacity (m³) is required.,general,validation,any,f,,
1274,general.validation.the_capacity_must_be_numeric,en,The Capacity (m³) must be numeric.,general,validation,any,f,,
1275,road_network.validation.the_road_name_is_required,en,The road name is required.,road_network,validation,any,f,,
1276,road_network.validation.the_road_length_is_required,en,The road length (m) is required.,road_network,validation,any,f,,
1277,road_network.validation.the_carrying_width_is_required,en,The carrying width (m) is required.,road_network,validation,any,f,,
1278,road_network.validation.the_right_of_way_is_required,en,The right of way (m) is required.,road_network,validation,any,f,,
1279,general.validation.the_name_field_should_contain_only_letters_and_spaces,en,The name field should contain only letters and spaces.,general,validation,any,f,,
1280,application.button.edit_application_details,en,Edit Application Details,application,button,any,f,,
1281,employee_information.label.employee_name,en,Employee Name,employee_information,label,any,f,,
1282,employee_information.label.employee_gender,en,Employee Gender,employee_information,label,any,f,,
1283,employee_information.label.employee_contact_number,en,Employee Contact Number,employee_information,label,any,f,,
1284,employee_information.label.working_experience,en,Working Experience (Years),employee_information,label,any,f,,
1285,employee_information.label.monthly_remuneration,en,Monthly Remuneration,employee_information,label,any,f,,
1286,performance_efficiency_test.message.performance_efficiency_test_created_successfully,en,Performance Efficiency Test created successfully.,performance_efficiency_test,message,any,f,,
1287,performance_efficiency_test.message.performance_efficiency_test_updated_successfully,en,Performance Efficiency Test updated successfully.,performance_efficiency_test,message,any,f,,
1288,performance_efficiency_test.message.failed_to_updated_performance_efficiency_test,en,Failed to Updated Performance Efficiency Test,performance_efficiency_test,message,any,f,,
