id,key,name,text,pages,Group,platform,load,translated_text
961,emptying.validation.error_invalid_image_format,en,Error! Invalid image format.,emptying,validation,any,f,त्रुटि! फोटोको ढाँचा मिलेन
962,emptying.validation.error_unable_to_save_images,en,Error! Unable to save images.,emptying,validation,any,f,त्रुटि! फोटोहरू सुरक्षित गर्न असमर्थ
963,emptying.validation.error_unable_to_save_house_image,en,Error! Unable to save house image.,emptying,validation,any,f,त्रुटि! घरको फोटो सुरक्षित गर्न असमर्थ
964,emptying.validation.emptying_service_details_created_successfully,en,Emptying Service Details created successfully.,emptying,validation,any,f,खाली गर्ने सेवा विवरण सफलतापूर्वक सिर्जना गरियो
965,emptying.validation.error_emptying_couldn't_be_created,en,Error! Emptying couldn't be created.,emptying,validation,any,f,त्रुटि! खाली सिर्जना गर्न सकिएन
966,emptying.validation.images_already_exist,en,Images already exist!,emptying,validation,any,f,फोटोहरू पहिले नै छन्
967,building_surveyor.message.building_survey_is_uploaded_successfully,en,Building Survey is uploaded successfully.,building surveyor,message,mobile,f,भवनको सर्वेक्षण सफलतापूर्वक अपलोड गरियो
968,building_surveyor.label.buildings_data,en,Buildings Data,building surveyor,label,mobile,f,भवनको तथ्यांक
969,general.message.cancel,en,CANCEL,general,message,mobile,f,रद्द गर्नुहोस्
970,emptying.validation.the_service_receiver_contact_number_must_be_an_integer,en,The Service Receiver Contact Number must be an integer.,emptying,validation,any,f,सेवा प्राप्तकर्ता सम्पर्क नम्बर अंकमा हुनुपर्छ
971,emptying.validation.the_service_receiver_contact_number_must_be_positive_number,en,The Service Receiver Contact Number must be positive number.,emptying,validation,any,f,सेवा प्राप्तकर्ता सम्पर्क नम्बर सकारात्मक सङ्ख्या हुनुपर्छ
972,emptying.validation.the_sludge_volume_is_required,en,The Sludge Volume (mÂ³) is required.,emptying,validation,any,f,स्लज भोल्युम (घ.मी.) आवश्यक छ
973,emptying.validation.the_sludge_volume_must_be_numeric,en,The Sludge Volume (mÂ³) must be numeric.,emptying,validation,any,f,स्लज भोल्युम (घ.मी.) अंकमा हुनुपर्छ
974,emptying.validation.the_sludge_volume_contact_number_plate_must_be_at_least_0,en,The Sludge Volume (mÂ³) Contact Number Plate must be at least 0.,emptying,validation,any,f,स्लज भोल्युम (घ.मी.) सम्पर्क नम्बर प्लेट कम्तीमा ० हुनुपर्छ
975,emptying_operator.label.choose_from_gallery,en,Choose from gallery,emptying operator,label,mobile,f,फोटो ग्यालरीबाट छनौट गर्नुहोस्
976,emptying.validation.the_desludging_vehicle_number_plate_must_be_an_integer,en,The Desludging Vehicle Number Plate must be an integer.,emptying,validation,any,f,खाली गर्ने बाहनको नम्बर प्लेट अंकमा हुनुपर्छ
977,sewer_page.label.clear,en,Clear,sewer page,label,mobile,f,खाली गर्नुहोस्
978,emptying.validation.the_disposal_place_must_be_an_integer,en,The Disposal Place must be an integer.,emptying,validation,any,f,बिसर्जनको स्थान अंकमा हुनुपर्छ
979,general.button.close,en,Close,general,button,mobile,f,बन्द गर्नुहोस्
980,emptying.validation.the_emptier_1_name_is_required,en,The Emptier 1 Name is required.,emptying,validation,any,f,खाली गर्ने १ नाम आवश्यक छ
981,emptying.validation.the_emptier_1_name_is_invalid,en,The Emptier 1 Name is invalid.,emptying,validation,any,f,खाली गर्ने १ नाम मिलेन
982,emptying.validation.the_emptier_2_name_is_invalid,en,The Emptier 2 Name is invalid.,emptying,validation,any,f,खाली गर्ने २ नाम मिलेन छ
983,emptying_operator.label.comments_(if_any),en,Comments (If any),emptying operator,label,mobile,f,टिप्पणीहरू (यदि कुनै भएमा)
984,building_surveyor.message.confirm_delete,en,Confirm delete,building surveyor,message,mobile,f,मेटाउनको लागी पुष्टि गर्नुहोस्
985,containments.label.containment_id,en,Containment ID,containments,label,mobile,f,संकलन ट्याङ्की को संकेत नम्बर
986,emptying.validation.the_no_of_trips_is_required,en,The No. of Trips is required.,emptying,validation,any,f,यात्राको सङ्ख्या आवश्यक छ
987,emptying.validation.the_no_of_trips_must_be_an_integer,en,The No. of Trips must be an integer.,emptying,validation,any,f,यात्राको सङ्ख्या अंकमा हुनुपर्छ
988,emptying.validation.the_no_of_trips_must_be_at_least_1,en,The No. of Trips must be at least 1.,emptying,validation,any,f,यात्राको सङ्ख्या कम्तीमा १ हुनुपर्छ
989,emptying_operator.label.containment_id,en,Containment Id,emptying operator,label,mobile,f,संकलन ट्याङ्की को संकेत नम्बर
990,emptying_operator.label.containment_size,en,Containment Size (mÂ³),emptying operator,label,mobile,f,संकलन ट्याङ्की को क्षमता (घ.मी.)
